Id,MSSubClass,LotArea,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,YrSold,SalePrice
502,60,9803,1Fam,2Story,7,5,2005,2005,Gd,TA,PConc,Gd,TA,866,Gd,866,902,1768,2,1,3,Gd,7,Typ,0,NA,2,603,TA,TA,0,108,0,0,0,2008,226700
503,20,9170,1Fam,1Story,5,7,1965,1965,TA,TA,CBlock,TA,TA,1214,Ex,1214,0,1214,1,0,2,TA,6,Typ,0,NA,2,461,Fa,Fa,0,0,184,0,0,2007,140000
504,20,15602,1Fam,1Story,7,8,1959,1997,TA,TA,CBlock,TA,TA,1501,TA,1801,0,1801,2,0,1,TA,6,Typ,2,TA,2,484,TA,TA,0,54,0,0,161,2010,289000
505,160,2308,TwnhsE,2Story,6,5,1974,1974,TA,TA,CBlock,TA,TA,855,TA,855,467,1322,2,1,3,TA,6,Typ,1,Fa,2,440,TA,TA,260,0,0,0,0,2009,147000
506,90,7596,Duplex,2Story,5,5,1952,1952,TA,TA,CBlock,TA,TA,960,Gd,960,1000,1960,2,0,4,TA,10,Typ,0,NA,2,400,TA,TA,0,0,0,0,0,2009,124500
507,60,9554,1Fam,2Story,8,5,1993,1994,Gd,TA,PConc,Gd,TA,777,Ex,1065,846,1911,2,1,3,Gd,8,Typ,1,TA,2,471,TA,TA,182,81,0,0,0,2006,215000
508,20,7862,1Fam,1Story,6,5,2009,2009,Gd,TA,PConc,Gd,TA,1218,Ex,1218,0,1218,2,0,2,Gd,4,Typ,0,NA,2,676,TA,TA,0,102,0,0,0,2009,208300
509,70,9600,1Fam,2Story,7,9,1928,2005,TA,Ex,BrkTil,TA,TA,689,Ex,689,689,1378,2,0,3,Gd,7,Typ,1,Gd,2,360,TA,TA,0,0,116,0,0,2008,161000
510,20,9600,1Fam,1Story,5,6,1959,1959,TA,TA,CBlock,TA,TA,1041,Ex,1041,0,1041,1,0,3,TA,6,Typ,0,NA,1,270,TA,TA,224,88,0,0,0,2009,124500
511,20,14559,1Fam,1Story,5,7,1951,2000,Gd,TA,CBlock,TA,TA,1008,Ex,1363,0,1363,1,0,2,TA,6,Min1,2,TA,1,288,TA,TA,324,42,0,0,168,2009,164900
512,120,6792,TwnhsE,1Story,7,5,2005,2006,Gd,TA,PConc,Gd,TA,1368,Ex,1368,0,1368,2,0,2,Gd,6,Typ,1,Gd,2,474,TA,TA,132,35,0,0,0,2006,202665
513,20,9100,1Fam,1Story,5,5,1958,1958,TA,TA,CBlock,TA,TA,864,TA,864,0,864,1,0,3,TA,5,Typ,0,NA,2,624,TA,TA,0,0,0,0,0,2006,129900
514,20,9187,1Fam,1Story,6,5,1983,1983,TA,Gd,PConc,TA,TA,1084,TA,1080,0,1080,1,1,3,TA,5,Typ,0,NA,2,484,TA,TA,120,0,158,0,0,2007,134000
515,45,10594,1Fam,1.5Unf,5,5,1926,1950,TA,TA,BrkTil,TA,TA,768,Fa,789,0,789,1,0,2,TA,5,Typ,0,NA,1,200,Po,Po,0,0,112,0,0,2007,96500
516,20,12220,1Fam,1Story,10,5,2009,2009,Ex,TA,CBlock,Ex,TA,2006,Ex,2020,0,2020,2,1,3,Ex,9,Typ,1,Gd,3,900,TA,TA,156,54,0,0,0,2009,402861
517,80,10448,1Fam,SLvl,6,6,1972,1972,TA,TA,CBlock,TA,TA,689,TA,1378,741,2119,2,1,3,TA,7,Typ,1,TA,2,583,TA,TA,0,104,0,0,0,2009,158000
518,60,10208,1Fam,2Story,7,5,1996,1997,Gd,TA,PConc,Gd,TA,1264,Ex,1277,1067,2344,2,1,3,Gd,7,Typ,1,TA,3,889,TA,TA,220,0,0,0,0,2009,265000
519,60,9531,1Fam,2Story,6,5,1998,1998,TA,TA,PConc,Gd,TA,794,Ex,882,914,1796,2,1,3,TA,7,Typ,0,NA,2,546,TA,TA,0,36,0,0,0,2007,211000
520,70,10918,1Fam,2Story,7,9,1926,2004,Gd,TA,BrkTil,Gd,TA,1276,Ex,1276,804,2080,1,1,3,Gd,9,Typ,2,Gd,1,282,TA,TA,0,0,0,0,145,2009,234000
521,190,10800,2fmCon,2Story,4,7,1900,2000,TA,TA,BrkTil,NA,NA,0,TA,694,600,1294,2,0,3,TA,7,Typ,0,NA,0,0,NA,NA,220,114,210,0,0,2008,106250
522,20,11988,1Fam,1Story,6,6,1957,1957,TA,TA,CBlock,TA,TA,1244,Ex,1244,0,1244,1,1,3,TA,6,Typ,2,Gd,1,336,TA,TA,0,40,0,0,0,2007,150000
523,50,5000,1Fam,1.5Fin,6,7,1947,1950,TA,Gd,CBlock,TA,TA,1004,Ex,1004,660,1664,2,0,3,TA,7,Typ,2,Gd,2,420,TA,TA,0,24,36,0,0,2006,159000
524,60,40094,1Fam,2Story,10,5,2007,2008,Ex,TA,PConc,Ex,TA,3138,Ex,3138,1538,4676,3,1,3,Ex,11,Typ,1,Gd,3,884,TA,TA,208,406,0,0,0,2007,184750
525,60,11787,1Fam,2Story,7,5,1996,1997,Gd,TA,PConc,Gd,TA,1379,Ex,1383,1015,2398,2,1,3,Gd,8,Typ,1,TA,3,834,TA,TA,239,60,0,0,0,2007,315750
526,20,7500,1Fam,1Story,7,5,2005,2005,Gd,TA,PConc,Gd,TA,1257,Ex,1266,0,1266,2,0,3,Gd,6,Typ,1,TA,2,453,TA,TA,38,144,0,0,0,2006,176000
527,20,13300,1Fam,1Story,5,7,1956,2000,TA,TA,CBlock,Gd,TA,928,TA,928,0,928,1,0,2,TA,4,Typ,0,NA,1,252,TA,TA,261,0,156,0,0,2007,132000
528,60,14948,1Fam,2Story,9,5,2008,2008,Ex,TA,PConc,Ex,TA,1452,Ex,1476,1237,2713,2,1,3,Ex,11,Typ,1,Gd,3,858,TA,TA,126,66,0,0,0,2008,446261
529,30,9098,1Fam,1Story,4,7,1920,2002,TA,TA,BrkTil,TA,TA,528,Ex,605,0,605,1,0,2,TA,5,Typ,0,NA,0,0,NA,NA,0,0,144,0,0,2007,86000
530,20,32668,1Fam,1Story,6,3,1957,1975,Gd,TA,PConc,TA,TA,2035,TA,2515,0,2515,3,0,4,TA,9,Maj1,2,TA,2,484,TA,TA,0,0,200,0,0,2007,200624
531,80,10200,1Fam,SLvl,6,5,1988,1989,Gd,TA,CBlock,Gd,TA,1461,Ex,1509,0,1509,2,0,3,Gd,5,Typ,1,Fa,2,600,TA,TA,224,0,0,0,0,2008,175000
532,70,6155,1Fam,2Story,6,8,1920,1999,TA,TA,BrkTil,Fa,Fa,611,Ex,751,611,1362,2,0,3,TA,6,Typ,0,NA,2,502,TA,Fa,0,0,84,0,0,2008,128000
533,20,7200,1Fam,1Story,5,7,1955,2007,TA,TA,Slab,NA,NA,0,Ex,827,0,827,1,0,2,TA,5,Mod,1,Po,1,392,TA,TA,0,0,0,0,0,2010,107500
534,20,5000,1Fam,1Story,1,3,1946,1950,Fa,Fa,Slab,NA,NA,0,Fa,334,0,334,1,0,1,Fa,2,Typ,0,NA,0,0,NA,NA,0,0,0,0,0,2007,39300
535,60,9056,1Fam,2Story,8,5,2004,2004,Gd,TA,PConc,Ex,Gd,707,Ex,707,707,1414,2,1,3,Gd,6,Typ,1,Gd,2,403,TA,TA,100,35,0,0,0,2006,178000
536,190,7000,2fmCon,2Story,5,7,1910,1991,TA,TA,CBlock,Gd,TA,1117,TA,820,527,1347,1,0,3,TA,5,Typ,0,NA,0,0,NA,NA,85,0,148,0,0,2008,107500
537,60,8924,1Fam,2Story,7,5,1998,1999,TA,TA,PConc,Gd,TA,880,Ex,880,844,1724,2,1,3,Gd,8,Typ,0,NA,2,527,TA,TA,120,155,0,0,0,2008,188000
538,20,12735,1Fam,1Story,4,5,1972,1972,TA,TA,CBlock,TA,TA,864,TA,864,0,864,1,0,3,TA,5,Typ,0,NA,2,576,TA,TA,216,0,0,0,0,2008,111250
539,20,11553,1Fam,1Story,5,5,1968,1968,TA,TA,CBlock,TA,TA,1051,TA,1159,0,1159,1,1,3,TA,7,Typ,1,Fa,1,336,TA,TA,466,0,0,0,0,2006,158000
540,20,11423,1Fam,1Story,8,5,2001,2002,Gd,TA,PConc,Gd,TA,1581,Ex,1601,0,1601,2,0,3,Gd,6,Typ,1,TA,2,670,TA,TA,180,0,0,0,0,2010,272000
541,20,14601,1Fam,1Story,9,5,2006,2006,Ex,TA,PConc,Ex,TA,1838,Ex,1838,0,1838,2,0,2,Ex,8,Typ,1,Gd,3,765,TA,TA,270,68,0,0,0,2009,315000
542,60,11000,1Fam,2Story,8,5,2000,2000,Gd,TA,PConc,Gd,TA,969,Ex,997,1288,2285,2,1,4,Gd,8,Typ,1,TA,3,648,TA,TA,0,56,0,0,0,2007,248000
543,20,10140,1Fam,1Story,7,5,1998,1999,Gd,TA,PConc,Ex,TA,1650,Ex,1680,0,1680,2,0,3,Gd,7,Maj1,1,TA,2,583,TA,TA,78,73,0,0,0,2009,213250
544,120,4058,TwnhsE,SFoyer,7,5,1998,1998,TA,TA,PConc,Gd,TA,723,Ex,767,0,767,1,0,1,TA,4,Typ,0,NA,1,367,TA,TA,120,40,0,0,0,2007,133000
545,60,17104,1Fam,2Story,7,5,2006,2006,Gd,TA,PConc,Gd,Gd,654,Ex,664,832,1496,2,1,3,Gd,7,Typ,1,Gd,2,426,TA,TA,100,24,0,0,0,2006,179665
546,50,13837,1Fam,1.5Fin,7,5,1988,1988,Gd,Gd,PConc,Gd,Gd,1204,Gd,1377,806,2183,2,1,4,Gd,9,Typ,0,NA,3,786,TA,TA,0,0,0,0,0,2006,229000
547,50,8737,1Fam,1.5Fin,6,7,1923,1950,TA,TA,BrkTil,Gd,TA,1065,Ex,915,720,1635,1,1,3,TA,6,Typ,1,Gd,2,440,TA,TA,0,38,0,144,0,2007,210000
548,85,7244,1Fam,SFoyer,5,7,1970,1970,TA,Gd,CBlock,Gd,TA,768,Ex,768,0,768,1,0,2,TA,5,Typ,0,NA,2,624,TA,TA,104,0,0,0,0,2007,129500
549,20,8235,1Fam,1Story,5,7,1955,1995,TA,Gd,CBlock,TA,TA,825,TA,825,0,825,1,0,2,TA,4,Typ,0,NA,2,720,TA,TA,140,50,0,0,0,2008,125000
550,60,9375,1Fam,2Story,7,5,2003,2004,Gd,TA,PConc,Gd,TA,912,Ex,912,1182,2094,2,1,4,Gd,8,Typ,1,Gd,2,615,TA,TA,182,182,0,0,0,2009,263000
551,120,4043,TwnhsE,1Story,6,6,1977,1977,TA,TA,CBlock,Gd,TA,1069,TA,1069,0,1069,2,0,2,TA,4,Typ,0,NA,2,440,TA,TA,0,55,0,0,200,2008,140000
552,20,6000,1Fam,1Story,5,6,1957,1957,TA,TA,CBlock,TA,TA,928,Gd,928,0,928,1,0,3,TA,5,Typ,0,NA,1,288,TA,TA,0,0,0,0,0,2008,112500
553,20,11146,1Fam,1Story,8,5,2006,2006,Gd,TA,PConc,Ex,TA,1709,Ex,1717,0,1717,2,0,3,Gd,7,Typ,1,Gd,3,908,TA,TA,169,39,0,0,0,2009,255500
554,20,8777,1Fam,1Story,4,5,1949,2003,TA,TA,CBlock,NA,NA,0,Ex,1126,0,1126,2,0,2,Gd,5,Typ,0,NA,2,520,TA,TA,0,96,0,0,0,2009,108000
555,60,10625,1Fam,2Story,7,5,2003,2004,Gd,TA,PConc,Gd,TA,998,Ex,1006,1040,2046,2,1,3,Gd,8,Typ,1,Gd,3,871,TA,TA,320,62,0,0,0,2008,284000
556,45,6380,1Fam,1.5Unf,5,6,1922,1950,TA,TA,BrkTil,TA,Fa,993,TA,1048,0,1048,1,0,2,TA,5,Typ,1,Gd,1,280,TA,TA,0,0,116,0,0,2006,113000
557,20,14850,1Fam,1Story,5,5,1957,1957,TA,TA,CBlock,TA,TA,1092,TA,1092,0,1092,1,0,2,TA,6,Typ,1,TA,1,299,TA,TA,268,0,0,0,122,2006,141000
558,50,11040,1Fam,1.5Fin,4,6,1920,1950,TA,TA,CBlock,TA,TA,637,Gd,897,439,1336,1,1,3,TA,7,Typ,0,NA,1,570,TA,TA,0,47,120,0,0,2006,108000
559,60,21872,1Fam,2Story,7,5,1996,1997,TA,TA,PConc,Gd,TA,729,Ex,729,717,1446,2,1,3,TA,6,Typ,1,TA,2,406,TA,TA,264,22,0,0,0,2008,175000
560,120,3196,TwnhsE,1Story,7,5,2003,2004,Gd,TA,PConc,Gd,TA,1374,Ex,1557,0,1557,2,0,2,Gd,7,Typ,1,TA,2,420,TA,TA,143,20,0,0,0,2006,234000
561,20,11341,1Fam,1Story,5,6,1957,1996,TA,TA,CBlock,Gd,TA,1392,TA,1392,0,1392,1,1,3,TA,5,Mod,1,Gd,2,528,TA,TA,0,0,0,0,95,2010,121500
562,20,10010,1Fam,1Story,5,5,1974,1975,TA,TA,CBlock,Gd,TA,1389,Gd,1389,0,1389,1,0,2,TA,6,Typ,1,TA,2,418,TA,TA,240,38,0,0,0,2006,170000
563,30,13907,1Fam,1Story,5,6,1940,1969,TA,TA,CBlock,TA,TA,996,Ex,996,0,996,1,0,3,TA,6,Typ,1,Gd,0,0,NA,NA,144,0,0,0,0,2008,108000
564,50,21780,1Fam,1.5Fin,6,7,1918,1950,TA,TA,BrkTil,Gd,TA,1163,Ex,1163,511,1674,2,0,4,TA,8,Typ,1,Gd,2,396,TA,TA,72,36,0,0,144,2008,185000
565,60,13346,1Fam,2Story,7,5,1992,2000,Gd,TA,PConc,Gd,TA,1095,Ex,1166,1129,2295,2,1,4,Gd,9,Typ,1,TA,2,590,TA,TA,0,40,0,0,0,2006,268000
566,70,6858,1Fam,2Story,6,4,1915,1950,TA,TA,PConc,Gd,TA,806,TA,841,806,1647,1,1,4,Fa,6,Typ,0,NA,1,216,TA,TA,0,66,136,0,0,2010,128000
567,60,11198,1Fam,2Story,9,5,2005,2007,Gd,TA,PConc,Gd,Gd,1122,Ex,1134,1370,2504,2,1,4,Ex,11,Typ,1,Gd,3,656,TA,TA,144,39,0,0,0,2008,325000
568,20,10171,1Fam,1Story,7,5,2004,2004,Gd,TA,PConc,Gd,TA,1517,Ex,1535,0,1535,2,0,3,Gd,7,Typ,0,NA,2,532,TA,TA,0,0,0,0,0,2010,214000
569,50,12327,1Fam,1.5Fin,8,8,1983,2009,Gd,TA,CBlock,Gd,TA,1496,Ex,1496,636,2132,1,1,1,Gd,5,Min2,1,Gd,2,612,Gd,TA,349,40,0,0,0,2009,316600
570,90,7032,Duplex,SFoyer,5,5,1979,1979,TA,TA,CBlock,Gd,TA,943,TA,943,0,943,1,0,2,TA,4,Typ,2,TA,2,600,TA,TA,42,0,0,0,0,2006,135960
571,90,13101,Duplex,1Story,5,5,1965,1965,TA,TA,CBlock,TA,TA,1728,TA,1728,0,1728,2,0,6,TA,10,Typ,0,NA,2,576,TA,TA,0,0,0,0,0,2008,142600
572,20,7332,1Fam,1Story,6,6,1959,1959,TA,TA,CBlock,TA,TA,864,Ex,864,0,864,1,0,2,Gd,4,Typ,0,NA,1,288,TA,TA,168,0,0,0,0,2006,120000
573,60,13159,1Fam,2Story,7,5,2009,2009,TA,TA,PConc,Ex,TA,846,Gd,846,846,1692,2,1,3,Gd,6,Typ,0,NA,2,650,TA,TA,208,114,0,0,0,2009,224500
574,80,9967,1Fam,SLvl,7,5,2000,2000,TA,TA,PConc,Gd,TA,384,Ex,774,656,1430,2,1,3,TA,8,Typ,1,TA,2,400,TA,TA,100,0,0,0,0,2007,170000
575,80,10500,1Fam,SLvl,5,7,1971,2005,TA,TA,CBlock,TA,TA,372,TA,576,533,1109,1,0,3,TA,5,Typ,0,NA,1,288,TA,TA,35,0,0,0,0,2007,139000
576,50,8480,1Fam,1.5Fin,5,5,1947,1950,TA,TA,CBlock,TA,TA,832,TA,832,384,1216,1,0,2,TA,6,Typ,0,NA,1,336,TA,TA,158,0,102,0,0,2008,118500
577,50,6292,1Fam,1.5Fin,7,7,1928,1950,TA,TA,BrkTil,TA,TA,861,Gd,877,600,1477,2,0,3,TA,6,Typ,1,Gd,1,216,TA,TA,0,50,0,0,0,2009,145000
578,80,11777,1Fam,SLvl,5,6,1966,1966,TA,TA,CBlock,TA,TA,1164,Ex,1320,0,1320,1,0,3,TA,6,Typ,2,Fa,2,564,TA,TA,160,68,240,0,0,2006,164500
579,160,3604,TwnhsE,2Story,7,5,2007,2007,Gd,TA,PConc,Gd,TA,689,Ex,703,689,1392,2,0,2,Gd,5,Typ,0,NA,2,540,TA,TA,0,102,0,0,0,2008,146000
580,50,12150,1Fam,1.5Fin,5,5,1954,1954,TA,TA,BrkTil,TA,TA,1050,Ex,1050,745,1795,2,0,4,TA,7,Typ,0,NA,1,352,Fa,TA,0,0,0,0,0,2008,131500
581,20,14585,1Fam,1Story,6,6,1960,1987,TA,TA,CBlock,TA,TA,1144,Ex,1429,0,1429,1,0,3,Gd,7,Typ,2,Gd,2,572,TA,TA,216,110,0,0,0,2007,181900
582,20,12704,1Fam,1Story,8,5,2008,2009,Ex,TA,PConc,Ex,TA,2042,Ex,2042,0,2042,2,1,3,Ex,8,Typ,1,Gd,3,1390,TA,TA,0,90,0,0,0,2009,253293
583,90,11841,Duplex,SFoyer,6,5,1990,1990,TA,Gd,CBlock,Gd,TA,816,TA,816,0,816,1,0,3,TA,5,Typ,0,NA,0,0,NA,NA,0,32,0,0,0,2007,118500
584,75,13500,1Fam,2.5Unf,10,9,1893,2000,Ex,Ex,BrkTil,TA,TA,1237,Gd,1521,1254,2775,3,1,3,Gd,9,Typ,1,Gd,2,880,Gd,TA,105,502,0,0,0,2008,325000
585,50,6120,1Fam,1.5Fin,4,7,1935,1995,TA,TA,BrkTil,TA,TA,884,Ex,989,584,1573,1,0,3,Gd,6,Typ,0,NA,1,240,TA,TA,0,0,54,0,120,2009,133000
586,20,11443,1Fam,1Story,8,5,2005,2006,Gd,TA,PConc,Ex,TA,1868,Ex,2028,0,2028,2,0,2,Gd,7,Typ,2,Gd,3,880,TA,TA,326,66,0,0,0,2006,369900
587,30,10267,1Fam,1Story,6,7,1918,2000,TA,Gd,BrkTil,TA,Gd,816,Ex,838,0,838,1,0,2,Fa,5,Typ,0,NA,1,275,TA,TA,0,0,112,0,0,2008,130000
588,85,8740,1Fam,SFoyer,5,6,1982,1982,TA,TA,CBlock,TA,TA,840,TA,860,0,860,1,0,2,TA,4,Typ,0,NA,2,528,TA,TA,0,0,0,0,0,2009,137000
589,20,25095,1Fam,1Story,5,8,1968,2003,TA,TA,CBlock,TA,TA,1437,Ex,1473,0,1473,1,0,1,Ex,5,Typ,2,Gd,1,452,TA,TA,0,48,0,0,60,2009,143000
590,40,9100,1Fam,1Story,5,6,1930,1960,TA,TA,BrkTil,TA,TA,742,TA,779,0,935,1,0,2,TA,4,Typ,0,NA,1,308,TA,TA,0,0,0,0,0,2008,79500
591,60,8320,1Fam,2Story,7,5,2004,2004,Gd,TA,PConc,Gd,TA,770,Ex,770,812,1582,2,1,3,Gd,6,Typ,0,NA,2,520,TA,TA,0,45,0,0,0,2008,185900
592,60,13478,1Fam,2Story,10,5,2008,2008,Ex,TA,PConc,Ex,TA,1722,Ex,1728,568,2296,2,1,3,Ex,10,Typ,1,Gd,3,842,TA,TA,382,274,0,0,0,2009,451950
593,20,6600,1Fam,1Story,5,8,1982,2003,TA,Gd,PConc,TA,Gd,816,Ex,816,0,816,1,0,2,TA,4,Typ,0,NA,2,816,TA,TA,0,0,0,0,0,2008,138000
594,120,4435,TwnhsE,1Story,6,5,2003,2003,Gd,TA,PConc,Gd,TA,848,Ex,848,0,848,1,0,1,Gd,4,Typ,0,NA,2,420,TA,TA,140,0,0,0,0,2009,140000
595,20,7990,1Fam,1Story,5,6,1975,1975,TA,TA,CBlock,Gd,TA,924,TA,924,0,924,1,0,3,TA,5,Typ,0,NA,1,280,TA,TA,0,0,0,0,0,2008,110000
596,20,11302,1Fam,1Story,8,5,2005,2006,Gd,TA,PConc,Gd,TA,1814,Ex,1826,0,1826,2,0,3,Gd,7,Typ,1,TA,3,758,TA,TA,180,75,0,0,120,2006,319000
597,70,3600,1Fam,2Story,6,7,1910,1993,TA,TA,CBlock,TA,TA,684,Ex,684,684,1368,1,0,3,TA,7,Typ,0,NA,1,216,TA,Fa,0,158,0,0,0,2006,114504
598,120,3922,TwnhsE,1Story,7,5,2006,2007,Gd,TA,PConc,Ex,TA,1258,Ex,1402,0,1402,0,2,2,Gd,7,Typ,1,Gd,3,648,TA,TA,120,16,0,0,0,2007,194201
599,20,12984,1Fam,1Story,5,6,1977,1977,TA,TA,CBlock,Gd,TA,1430,Ex,1647,0,1647,2,0,3,Gd,7,Typ,1,TA,2,621,TA,TA,0,0,0,0,0,2006,217500
600,160,1950,Twnhs,2Story,6,6,1980,1980,TA,Gd,CBlock,Gd,TA,716,TA,716,840,1556,2,1,3,TA,6,Typ,1,TA,2,452,TA,TA,161,0,0,0,0,2008,151000
601,60,10927,1Fam,2Story,8,5,2005,2005,Gd,TA,PConc,Gd,TA,1058,Ex,1058,846,1904,2,1,3,Ex,8,Typ,1,Gd,2,736,TA,TA,179,60,0,0,0,2006,275000
602,50,9000,1Fam,1.5Fin,6,6,1937,1950,TA,Gd,PConc,TA,TA,780,TA,780,595,1375,1,1,3,Gd,6,Typ,1,Gd,1,544,TA,TA,0,162,0,0,126,2007,141000
603,60,10041,1Fam,2Story,8,5,1992,1992,Gd,TA,PConc,Gd,TA,908,Ex,927,988,1915,2,1,3,Gd,8,Typ,1,TA,2,506,TA,TA,120,150,0,0,0,2006,220000
604,160,3182,TwnhsE,2Story,7,5,2004,2005,Gd,TA,PConc,Gd,TA,600,Ex,600,600,1200,2,1,2,Gd,4,Typ,0,NA,2,480,TA,TA,0,172,0,0,0,2010,151000
605,20,12803,1Fam,1Story,7,5,2002,2002,Gd,TA,PConc,Gd,TA,1494,Ex,1494,0,1494,2,0,3,Gd,6,Typ,1,TA,2,530,TA,TA,192,36,0,0,0,2008,221000
606,60,13600,1Fam,2Story,7,6,1965,1990,TA,TA,CBlock,TA,TA,768,TA,1186,800,1986,2,1,3,TA,7,Typ,3,Fa,2,486,TA,TA,0,42,0,0,189,2009,205000
607,20,12464,1Fam,1Story,5,5,1996,1996,TA,Gd,PConc,Gd,TA,1040,Gd,1040,0,1040,1,0,3,Gd,6,Typ,0,NA,2,576,TA,TA,168,0,0,0,0,2009,152000
608,20,7800,1Fam,2Story,5,8,1948,2002,TA,Gd,CBlock,TA,Gd,896,Ex,1112,896,2008,3,0,3,Ex,8,Typ,0,NA,1,230,TA,TA,103,0,0,0,0,2006,225000
609,70,12168,1Fam,2Story,8,6,1934,1998,TA,TA,PConc,Gd,TA,965,TA,1940,1254,3194,2,1,4,TA,10,Typ,2,Gd,2,380,TA,TA,0,0,0,0,0,2007,359100
610,20,7943,1Fam,1Story,4,5,1961,1961,TA,Fa,CBlock,TA,TA,1029,Gd,1029,0,1029,1,0,3,TA,5,Typ,0,NA,1,261,TA,TA,64,0,39,0,0,2007,118500
611,60,11050,1Fam,2Story,9,5,2000,2000,Gd,TA,PConc,Ex,TA,1440,Ex,1476,677,2153,2,1,3,Ex,8,Typ,2,Ex,3,736,TA,TA,253,142,0,0,0,2009,313000
612,80,10395,1Fam,SLvl,6,6,1978,1978,TA,TA,CBlock,Gd,TA,1032,TA,1032,0,1032,2,0,3,TA,6,Typ,1,TA,2,564,TA,TA,0,0,0,0,0,2007,148000
613,60,11885,1Fam,2Story,8,5,2001,2001,Gd,TA,PConc,Gd,TA,1299,Ex,1299,573,1872,2,1,3,Ex,7,Typ,1,TA,2,531,TA,TA,160,122,0,0,0,2009,261500
614,20,8402,1Fam,1Story,5,5,2007,2007,TA,TA,PConc,Gd,TA,1120,Ex,1120,0,1120,1,0,3,TA,6,Typ,0,NA,0,0,NA,NA,0,30,0,0,0,2007,147000
615,180,1491,TwnhsE,SFoyer,4,6,1972,1972,TA,TA,CBlock,Gd,TA,630,Ex,630,0,630,1,0,1,TA,3,Typ,0,NA,0,0,NA,NA,96,24,0,0,0,2010,75500
616,85,8800,1Fam,SFoyer,6,7,1963,1963,TA,Gd,PConc,TA,TA,936,Ex,1054,0,1054,1,0,3,Gd,6,Typ,0,NA,2,480,TA,TA,120,0,0,0,0,2010,137500
617,60,7861,1Fam,2Story,6,5,2002,2003,Gd,TA,PConc,Gd,TA,783,Ex,807,702,1509,2,1,3,Gd,7,Typ,1,Gd,2,393,TA,TA,100,75,0,0,0,2006,183200
618,45,7227,1Fam,1.5Unf,6,6,1954,1954,TA,TA,CBlock,TA,TA,832,Gd,832,0,832,1,0,2,Gd,4,Typ,0,NA,2,528,TA,TA,0,0,0,0,0,2008,105500
619,20,11694,1Fam,1Story,9,5,2007,2007,Ex,TA,PConc,Ex,TA,1822,Ex,1828,0,1828,2,0,3,Gd,9,Typ,1,Gd,3,774,TA,TA,0,108,0,0,260,2007,314813
620,60,12244,1Fam,2Story,8,5,2003,2003,Gd,TA,PConc,Gd,TA,1482,Ex,1482,780,2262,2,1,4,Gd,10,Typ,2,Gd,3,749,TA,TA,168,0,0,0,0,2008,305000
621,30,8248,1Fam,1Story,3,3,1914,1950,TA,TA,BrkTil,TA,TA,864,TA,864,0,864,1,0,2,TA,5,Typ,0,NA,0,0,NA,NA,0,0,100,0,0,2008,67000
622,60,10800,1Fam,2Story,6,7,1974,1997,TA,TA,CBlock,TA,TA,1522,TA,1548,1066,2614,2,1,4,TA,9,Typ,1,TA,2,624,TA,TA,38,243,0,0,0,2008,240000
623,20,7064,1Fam,1Story,5,6,1977,1977,TA,TA,CBlock,TA,TA,980,TA,980,0,980,1,0,3,TA,6,Typ,0,NA,2,484,TA,TA,192,0,0,0,0,2009,135000
624,160,2117,TwnhsE,2Story,6,5,2000,2000,Gd,TA,PConc,Gd,TA,756,Ex,756,756,1512,2,1,2,Gd,4,Typ,1,TA,2,440,TA,TA,0,32,0,0,0,2007,168500
625,60,10400,1Fam,2Story,6,5,1972,1972,TA,TA,CBlock,TA,TA,732,Gd,1012,778,1790,1,2,4,TA,8,Min2,1,TA,2,484,TA,TA,148,0,0,0,147,2006,165150
626,20,10000,1Fam,1Story,6,6,1962,1962,TA,TA,CBlock,TA,TA,1116,TA,1116,0,1116,1,1,3,TA,5,Typ,0,NA,2,440,TA,TA,0,0,0,0,385,2010,160000
627,20,12342,1Fam,1Story,5,5,1960,1978,TA,TA,CBlock,TA,TA,978,TA,1422,0,1422,1,0,3,TA,6,Min1,1,TA,1,286,TA,TA,0,0,36,0,0,2007,139900
628,80,9600,1Fam,SLvl,6,6,1955,1972,TA,TA,CBlock,TA,TA,1156,Ex,1520,0,1520,1,0,3,TA,7,Typ,2,Gd,1,364,TA,TA,0,0,189,0,0,2010,153000
629,60,11606,1Fam,2Story,5,5,1969,1969,TA,TA,PConc,Gd,TA,1040,TA,1040,1040,2080,1,2,5,Fa,9,Typ,2,TA,2,504,TA,TA,335,0,0,0,0,2007,135000
630,80,9020,1Fam,SLvl,6,5,1964,1964,TA,TA,CBlock,TA,TA,1248,TA,1350,0,1350,1,1,3,TA,6,Typ,0,NA,2,520,TA,TA,176,0,0,0,0,2008,168500
631,70,9000,1Fam,2Story,5,6,1880,1991,TA,TA,BrkTil,Fa,Fa,636,TA,1089,661,1750,1,0,3,Ex,8,Typ,0,NA,1,240,Fa,Po,0,0,293,0,0,2006,124000
